Frame,map,0,0,4522.5,7514.999512
Card,205,3463.617676,595.7810669,,
Card,203,3198.423584,160.1575165,,
Card,202,3204.356689,364.9803467,,
Card,212,3987.103027,4270.787598,,
Card,1,3064.790771,2151.969238,,
Card,3,3072.550049,2320.563232,,
Card,5,3072.550049,2475.98291,,
Card,7,3072.550049,2647.478027,,
Card,9,3072.550049,2806.633789,,
Card,11,3072.550049,2975.029785,,
Card,13,3072.550049,3129.430664,,
Card,15,3072.550049,3306.331787,,
Card,17,3072.550049,3456.98291,,
Card,19,3072.550049,3612.26123,,
Card,21,3072.550049,3758.546875,,
Card,23,3072.550049,3923.671143,,
Card,25,3072.550049,4089.21167,,
Card,27,3072.550049,4248.75,,
Card,2,3256.483154,2106.080566,,
Card,4,3256.483154,2273.845947,,
Card,6,3256.483154,2424.593262,,
Card,8,3256.483154,2588.322998,,
Card,10,3256.483154,2757.963135,,
Card,12,3256.483154,2910.585449,,
Card,14,3256.483154,3083.83252,,
Card,16,3256.483154,3245.312744,,
Card,18,3256.483154,3407.460449,,
Card,20,3256.483154,3558.782471,,
Card,22,3256.483154,3706.431885,,
Card,24,3256.483154,3873.162109,,
Card,26,3256.483154,4029.424072,,
Card,28,3256.483154,4198.703613,,
Card,51,3973.013916,948.2567749,,
Card,53,3973.013916,1125.251221,,
Card,55,3973.013916,1274.48999,,
Card,57,3973.013916,1435.003906,,
Card,59,3976.763916,1608.857544,,
Card,61,3973.013672,1778.346436,,
Card,63,3973.013672,1938.698853,,
Card,65,3973.013672,2107.356445,,
Card,67,3973.013672,2260.125,,
Card,69,3973.013672,2422.875,,
Card,71,3973.013672,2594.450928,,
Card,73,3973.013916,2746.695313,,
Card,75,3973.013916,2918.064697,,
Card,77,3973.013916,3068.25708,,
Card,79,3973.013916,3230.99585,,
Card,81,3973.013916,3401.984863,,
Card,83,3973.013916,3554.41748,,
Card,85,3973.013916,3703.656494,,
Card,52,3810.628418,996.03302,,
Card,54,3810.628418,1170.231201,,
Card,56,3810.628418,1319.673828,,
Card,58,3810.628418,1476.506226,,
Card,60,3810.628418,1657.448975,,
Card,62,3810.628418,1825.390381,,
Card,64,3810.628418,1984.486572,,
Card,66,3810.628418,2159.707764,,
Card,68,3810.628418,2313.929199,,
Card,70,3810.628418,2476.775391,,
Card,72,3810.628418,2638.496826,,
Card,74,3810.628418,2795.342773,,
Card,76,3810.628418,2968.314209,,
Card,78,3804.628174,3117.660645,,
Card,80,3810.628418,3276.375,,
Card,82,3810.628418,3445.317627,,
Card,84,3810.628418,3604.704102,,
Card,86,3810.628418,3757.147217,,
Card,209,4472.495605,4210.26416,,
Card,208,4268.797363,4210.26416,,
Card,211,4236.628418,4275.743652,,
Part,30.D51_01,4315.038574,1136.097778,,
Part,31.D51_02,4314.968262,972.7311401,,
Part,28.D51_01,4315.038574,1462.831055,,
Part,29.D51_02,4315.038574,1299.464355,,
Part,26.D51_01,4314.968262,1789.564209,,
Part,27.D51_02,4314.968262,1626.197632,,
Part,24.D51_01,4314.968262,2116.297363,,
Part,25.D51_02,4314.968262,1952.930908,,
Part,22.D51_01,4315.038574,2443.030518,,
Part,23.D51_02,4314.968262,2279.664063,,
Part,20.D51_01,4315.038574,2769.763916,,
Part,21.D51_02,4315.038574,2606.397217,,
Part,18.D51_01,4315.038574,3088.966064,,
Part,19.D51_02,4314.968262,2933.130371,,
Part,16.D51_01,4315.038574,3408.167969,,
Part,17.D51_02,4315.038574,3244.80127,,
Part,14.D51_01,4314.916016,3734.901123,,
Part,15.D51_02,4314.968262,3571.534424,,
Part,1.D51_02,2781.262939,2289.108643,,
Part,3.D51_02,2781.262939,2611.346924,,
Part,2.D51_01,2781.262939,2450.227783,,
Part,5.D51_02,2781.262939,2933.584961,,
Part,4.D51_01,2781.262939,2772.46582,,
Part,7.D51_02,2781.262939,3255.822998,,
Part,6.D51_01,2781.262939,3094.704102,,
Part,9.D51_02,2781.262939,3578.061035,,
Part,8.D51_01,2781.262939,3416.942139,,
Part,11.D51_02,2781.262939,3900.299316,,
Part,10.D51_01,2781.262939,3739.180176,,
Part,13.D51_02,2781.262939,4222.537598,,
Part,12.D51_01,2781.262939,4061.418213,,
Part,0.D51_01,2781.262939,2127.989746,,
Card,251,3465.358154,2100.080566,,
Card,252,3462.358154,2271.080566,,
Card,253,3465.358154,2421.080566,,
Card,254,3462.358154,2584.580811,,
Card,255,3462.358154,2752.955566,,
Card,256,3459.358154,2914.580811,,
Card,257,3462.358154,3081.455322,,
Card,258,3459.358154,3243.080566,,
Card,259,3462.358154,3412.409912,,
Card,260,3459.358154,3561.251221,,
Card,261,3462.358154,3709.306152,,
Card,262,3459.358154,3870.080566,,
Card,263,3462.358154,4040.330566,,
Card,264,3459.358154,4197.080566,,
Card,276,3568.858154,1977.080444,,
Card,275,3568.858154,2148.080566,,
Card,274,3568.858154,2307.080566,,
Card,273,3568.858154,2466.080566,,
Card,272,3568.858154,2634.080566,,
Card,271,3568.858154,2790.080566,,
Card,270,3568.858154,2961.080566,,
Card,269,3568.858154,3114.080566,,
Card,268,3568.858154,3270.080566,,
Card,267,3568.858154,3438.080566,,
Card,266,3568.858154,3588.080566,,
Card,265,3568.858154,3744.080566,,
Card,128,3631.769775,1767.963623,,
Card,127,3631.769775,1919.55127,,
Card,126,3631.769775,2093.551514,,
Card,125,3631.769775,2251.315918,,
Card,124,3631.769775,2408.551514,,
Card,123,3631.769775,2579.551025,,
Card,122,3631.769775,2732.551514,,
Card,121,3631.769775,2909.551514,,
Card,120,3631.769775,3068.551514,,
Card,119,3631.769775,3227.551514,,
Card,118,3631.769775,3392.551514,,
Card,117,3631.769775,3551.551514,,
Card,116,3631.769775,3698.375,,
Card,115,3631.769775,3848.551514,,
Card,113,3382.858154,4179.080566,,
Card,114,3379.858154,4338.080566,,
Card,111,3379.858154,3867.080566,,
Card,112,3376.858154,4026.080566,,
Card,109,3382.858154,3531.080566,,
Card,110,3379.858154,3690.080566,,
Card,107,3385.858154,3216.080566,,
Card,108,3382.858154,3375.080566,,
Card,105,3385.858154,2898.080566,,
Card,106,3382.858154,3057.080566,,
Card,103,3382.858154,2571.080566,,
Card,104,3379.858154,2730.080566,,
Card,101,3382.858154,2262.080566,,
Card,102,3379.858154,2421.080566,,
Card,130,3631.769775,1420.31604,,
Card,129,3631.769775,1604.55127,,
Card,131,3631.769775,1258.668701,,
Card,206,3461.233154,4000.205566,,
Card,207,3627.666748,4222.448242,,
Card,210,4568.120605,4212.13916,,
Card,213,3883.978027,4270.787598,,
Card,201,3371.742676,742.0310669,,
Card,214,3795.853027,4270.787598,,
Card,132,3631.769775,1107.408813,,
Card,204,3459.981934,305.8398132,,
Card,133,3627.678711,1059.68103,,
Card,215,3323.333496,677.9404297,,
